Title,Price,Location,Bedrooms,Bathrooms,Land Area,Building Area,Agent Name,URL,Price per Bedroom,Cost per Bedroom,Area per Bedroom
Kost Full Furnished Dekat Ui Depok 40 Kamar + 3 Kios. Beji Timur Depok Jawa barat,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Admin LJ Hooker JGC,"<a href=""https://www.rumah123.com/properti/depok/kss16453/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16453/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost 3 Lantai di Ui Depok 40 Kamar + 3 Kios,6500.0,"Depok II, Depok",43.0,21.0,300.0,500.0,Santi Arifin,"<a href=""https://www.rumah123.com/properti/depok/kss10636/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss10636/</a>",2.5193798449612403,151.1627906976744,11.627906976744185
Kosan 40 Pintu Plus Kios 3 Pintu Margonda Dekat Ui,6500.0,"Margonda, Depok",40.0,40.0,300.0,500.0,Euis Yuliana,"<a href=""https://www.rumah123.com/properti/depok/kss13007/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss13007/</a>",2.708333333333333,162.5,12.5
"Kost Bonus 3 Kios Usaha di Depok, Depok 500 M SHM",6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Thesya Wijaya,"<a href=""https://www.rumah123.com/properti/depok/kss553/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss553/</a>",2.708333333333333,162.5,12.5
Dijual Murah Kost 33KT dekat univ Beji Depok strategis 300m2 3lt furnish + fasilitas n1023,6500.0,"Beji, Depok",33.0,15.0,300.0,500.0,I Nico,"<a href=""https://www.rumah123.com/properti/depok/kss5496/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss5496/</a>",3.282828282828283,196.96969696969697,15.151515151515152
Rumah Kost di Depok sudah full sewa,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Erina Evita Astrid,"<a href=""https://www.rumah123.com/properti/depok/kss3182/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss3182/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kos Depok 40 Kamar + 3 Kios,6500.0,"Depok II, Depok",21.0,0.0,300.0,500.0,Jenny Fransiska,"<a href=""https://www.rumah123.com/properti/depok/kss16542/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16542/</a>",5.158730158730158,309.5238095238095,23.80952380952381
Rumah Kost Bagus Full Terisi Depok Ui Murah,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Made Anggraeni,"<a href=""https://www.rumah123.com/properti/depok/kss9230/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9230/</a>",2.708333333333333,162.5,12.5
Kost Full Tersewa 40 Kamar Dekat Universitas Indonesia Depok,6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Anna,"<a href=""https://www.rumah123.com/properti/depok/kss9267/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9267/</a>",2.708333333333333,162.5,12.5
"Dijual Kost Besar Bagus Dan Rapi Dekat Ui Depok di Depok, Jakarta Timur",6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Susan Then,"<a href=""https://www.rumah123.com/properti/depok/kss12411/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12411/</a>",2.708333333333333,162.5,12.5
"Dijual Kos Kosan,depok 40 Kamar Full Tersewa 2 Km Rumah Sakit Ui",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Meliana,"<a href=""https://www.rumah123.com/properti/depok/kss1805/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss1805/</a>",2.708333333333333,162.5,12.5
Kost Full Furnished Dekat Ui Depok 40 Kamar + 3 Kios. Beji Timur Depok Jawa Barat,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Herni Listiana,"<a href=""https://www.rumah123.com/properti/depok/kss16476/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16476/</a>",2.708333333333333,162.5,12.5
Jual Rumah Kost Baru 3 Lantai Full Penghuni Siap Untung Di Beji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Rico Setiawan,"<a href=""https://www.rumah123.com/properti/depok/kss14160/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss14160/</a>",2.708333333333333,162.5,12.5
Kostan di Ui Depok 3 Lantai 40 Kamar Dan 3 Kios Full Tersewa,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Katherine Arifin,"<a href=""https://www.rumah123.com/properti/depok/kss12801/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12801/</a>",2.708333333333333,162.5,12.5
"Hot Sale Kos2an 40KM Furnished+3 Kios Shm+imb,dkt Ui Depok Cl 262",6500.0,"Depok II, Depok",40.0,40.0,300.0,500.0,Lien Herlina,"<a href=""https://www.rumah123.com/properti/depok/kss13429/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss13429/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Universitas Indonesia Depok 40 Kamar + 3 Kios,6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Mariza,"<a href=""https://www.rumah123.com/properti/depok/kss17263/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss17263/</a>",2.708333333333333,162.5,12.5
Dijual Kost di Daerah Strategis Depok Dekat Universitas Indonesia,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Pink Pink,"<a href=""https://www.rumah123.com/properti/depok/kss25822/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss25822/</a>",2.708333333333333,162.5,12.5
"Dijual Cepat Kost Ui Depok 40 Kamar + 3 Kios, Beji Depok, Jawa Barat",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Bobi feriyana,"<a href=""https://www.rumah123.com/properti/depok/kss9756/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9756/</a>",2.708333333333333,162.5,12.5
Di Jual Cepat Kost An Ui Depok 40 Kamar + 3 Kios,6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Irsyad,"<a href=""https://www.rumah123.com/properti/depok/kss9725/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9725/</a>",2.708333333333333,162.5,12.5
Kost Kostan Strategis Dekat Universitas di Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Ferlanty,"<a href=""https://www.rumah123.com/properti/depok/kss16615/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16615/</a>",2.708333333333333,162.5,12.5
Rumah Kost 3 Lantai di Depok Jawa Barat Furnished Bagus Strategis,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Endah King Property,"<a href=""https://www.rumah123.com/properti/depok/kss16389/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16389/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Rumah Kost + 3 Kios Di Beji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Syifa,"<a href=""https://www.rumah123.com/properti/depok/kss6523/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss6523/</a>",2.708333333333333,162.5,12.5
"Dijual Cepat Kost Siap Huni Full Furnished Lokasi Strategis Dekat Politeknik Ui, Universitas Gunadarma. Beji, Depok. Hen",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Salsa,"<a href=""https://www.rumah123.com/properti/depok/kss11412/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss11412/</a>",2.708333333333333,162.5,12.5
Kos Kosan Full 40 Kamar + 3 Kios Lokasi Strategis Ui Depok,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Deddy Ardiansyah,"<a href=""https://www.rumah123.com/properti/depok/kss9666/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9666/</a>",2.708333333333333,162.5,12.5
Rumah Kost Bagus Siap Huni Furnished Strategis di Beji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Yayuk Trusty,"<a href=""https://www.rumah123.com/properti/depok/kss16362/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16362/</a>",2.708333333333333,162.5,12.5
Jual Cepat Kost Ui Depok 40 Kamar + 3 Kios,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Jennifer Aiko,"<a href=""https://www.rumah123.com/properti/depok/kss7865/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss7865/</a>",2.708333333333333,162.5,12.5
Dijual Kost Murah Ui Depok Dekat Univ Gunadarma Mall Margo City,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Octavia,"<a href=""https://www.rumah123.com/properti/depok/kss17061/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss17061/</a>",2.708333333333333,162.5,12.5
"Dijual Cepat Kost 3 Lt Bagus Rapi di Margonda, Depok Dekat Kampus Univ. Indo Dan Mall Margo City",6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Sandy Julianton,"<a href=""https://www.rumah123.com/properti/depok/kss16502/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16502/</a>",2.708333333333333,162.5,12.5
Kost Dekat Kampus 3 Lantai SHM Ada 40 Kamar,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Julian,"<a href=""https://www.rumah123.com/properti/depok/kss12961/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12961/</a>",2.708333333333333,162.5,12.5
Jual Cepat Kos Kosana 3 Lantai SHM di Beji Depok B0907,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Nurhani,"<a href=""https://www.rumah123.com/properti/depok/kss13333/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss13333/</a>",2.708333333333333,162.5,12.5
Dijual Rumah Kost Terisi Penuh 40 Kamar di Depok,6500.0,"Depok II, Depok",40.0,0.0,300.0,500.0,Nia,"<a href=""https://www.rumah123.com/properti/depok/kss9491/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9491/</a>",2.708333333333333,162.5,12.5
"Rumah Kost di Depok, 3 Lantai, 40 Kamar Tidur, Dekat Universitas",6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Herman Chang,"<a href=""https://www.rumah123.com/properti/depok/kss379/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss379/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Ui di Depok 40 Kamar+3 Kios,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Migita,"<a href=""https://www.rumah123.com/properti/depok/kss8643/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss8643/</a>",2.708333333333333,162.5,12.5
Kos Beji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Tanu Widjojo,"<a href=""https://www.rumah123.com/properti/depok/kss15921/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss15921/</a>",2.708333333333333,162.5,12.5
Kos Benji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Tanu Widjojo,"<a href=""https://www.rumah123.com/properti/depok/kss25583/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss25583/</a>",2.708333333333333,162.5,12.5
Kost Bagus Siap Huni Fasilitas Lengkap Strategis di Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Delly lai,"<a href=""https://www.rumah123.com/properti/depok/kss12533/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12533/</a>",2.708333333333333,162.5,12.5
"Rumah Kost Dijual Di Depok Dekat Ui,40kamar Full Tersewa 2Km Rsui",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Suci Mulyanti,"<a href=""https://www.rumah123.com/properti/depok/kss1778/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss1778/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Bonus Kios Di Kawasan Ui Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Fabian Krishnu,"<a href=""https://www.rumah123.com/properti/depok/kss17741/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss17741/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost 40 Kamar di Depok Full Terisi Dekat Universitas,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Betty An,"<a href=""https://www.rumah123.com/properti/depok/kss12846/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12846/</a>",2.708333333333333,162.5,12.5
Kost Kosan Full Furnished 3lantai Luas 10x30 300m Beji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Christina Wibowo,"<a href=""https://www.rumah123.com/properti/depok/kss9681/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9681/</a>",2.708333333333333,162.5,12.5
"Kos 40 Kamar Include 3 Kios di Lokasi Strategis Beji, Depok",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Linda Limar Property,"<a href=""https://www.rumah123.com/properti/depok/kss21671/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss21671/</a>",2.708333333333333,162.5,12.5
Kostan di Ui Depok 3 Lantai 40 Kamar Dan 3 Kios Full Tersewa,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Katherine Arifin,"<a href=""https://www.rumah123.com/properti/depok/kss12801/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12801/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Ui Depok 40 Kamar + 3 Kios,6500.0,"Beji, Depok",40.0,22.0,300.0,500.0,Fitria Harris,"<a href=""https://www.rumah123.com/properti/depok/kss6743/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss6743/</a>",2.708333333333333,162.5,12.5
Jual Cepat Bangunan Kost 40 Kamar Area Depok Dekat Kampus Ui,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Dharmawan Tjoe,"<a href=""https://www.rumah123.com/properti/depok/kss10764/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss10764/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Ui Depok 40 Kamar + 3 Kios Di Depok Jabar,6500.0,"Depok II, Depok",40.0,35.0,300.0,500.0,Ridko,"<a href=""https://www.rumah123.com/properti/depok/kss17191/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss17191/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Ui Depok 40 Kamar + 3 Kios Bagus Siap Huni,6500.0,"Depok II, Depok",40.0,0.0,300.0,500.0,Meni,"<a href=""https://www.rumah123.com/properti/depok/kss7831/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss7831/</a>",2.708333333333333,162.5,12.5
Rumah Kost Ui Depok Full Tersewa Harga Murah Kamar Full Furnished,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Ida Prihendrati,"<a href=""https://www.rumah123.com/properti/depok/kss12077/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12077/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Ui Depok 40 Kamar Dan 3 Kios,6500.0,"Kukusan, Depok",40.0,21.0,300.0,500.0,Christiono Tani,"<a href=""https://www.rumah123.com/properti/depok/kss14095/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss14095/</a>",2.708333333333333,162.5,12.5
"Dijual Kost 3 Lantai di Dekat Universitas Indonesia, Beji Timur, Depok, Jawa Barat",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Angeline Warti,"<a href=""https://www.rumah123.com/properti/depok/kss25734/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss25734/</a>",2.708333333333333,162.5,12.5
Kost Full Furnished Dekat Ui Depok 40 Kamar + 3 Kios. Beji Timur Depok Jawa Barat,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Herni Listiana,"<a href=""https://www.rumah123.com/properti/depok/kss16476/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16476/</a>",2.708333333333333,162.5,12.5
Jual Cepat Kos Ui Depok 40 Kamar Bonus 3 Kios,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,andi,"<a href=""https://www.rumah123.com/properti/depok/kss12848/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss12848/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Ui Depok 40 Kamar + 3 Kios,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Lindawati,"<a href=""https://www.rumah123.com/properti/depok/kss10833/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss10833/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Rumah Kost + 3 Kios Di Beji Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Syifa,"<a href=""https://www.rumah123.com/properti/depok/kss6523/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss6523/</a>",2.708333333333333,162.5,12.5
Kos Kosan Full 40 Kamar + 3 Kios Lokasi Strategis Ui Depok,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Deddy Ardiansyah,"<a href=""https://www.rumah123.com/properti/depok/kss9666/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9666/</a>",2.708333333333333,162.5,12.5
Di Jual Cepat Kost An Ui Depok 40 Kamar + 3 Kios,6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Irsyad,"<a href=""https://www.rumah123.com/properti/depok/kss9725/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9725/</a>",2.708333333333333,162.5,12.5
Kost Kostan Strategis Dekat Universitas di Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Ferlanty,"<a href=""https://www.rumah123.com/properti/depok/kss16615/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16615/</a>",2.708333333333333,162.5,12.5
"Hot Sale Kos2an 40KM Furnished+3 Kios Shm+imb,dkt Ui Depok Cl 262",6500.0,"Depok II, Depok",40.0,40.0,300.0,500.0,Lien Herlina,"<a href=""https://www.rumah123.com/properti/depok/kss13429/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss13429/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost Universitas Indonesia Depok 40 Kamar + 3 Kios,6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Mariza,"<a href=""https://www.rumah123.com/properti/depok/kss17263/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss17263/</a>",2.708333333333333,162.5,12.5
Dijual Kost di Daerah Strategis Depok Dekat Universitas Indonesia,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Pink Pink,"<a href=""https://www.rumah123.com/properti/depok/kss25822/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss25822/</a>",2.708333333333333,162.5,12.5
"Dijual Cepat Kost Ui Depok 40 Kamar + 3 Kios, Beji Depok, Jawa Barat",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Bobi feriyana,"<a href=""https://www.rumah123.com/properti/depok/kss9756/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9756/</a>",2.708333333333333,162.5,12.5
Dijual Kost di Daerah Strategis Depok Dekat Universitas Indonesia,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Pink Pink,"<a href=""https://www.rumah123.com/properti/depok/kss25822/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss25822/</a>",2.708333333333333,162.5,12.5
Rumah Kost 3 Lantai di Depok Beiji,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Penny Media,"<a href=""https://www.rumah123.com/properti/depok/kss17466/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss17466/</a>",2.708333333333333,162.5,12.5
"Kos Depok 40 Kamar + 3 Kios Dekat Politeknik Ui, Univ. Gunadarma",6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Wasis Triyono,"<a href=""https://www.rumah123.com/properti/depok/kss9082/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss9082/</a>",2.708333333333333,162.5,12.5
For Sale Kost 3Lantai dengan 40 Kamar di Depok,6500.0,"Depok II, Depok",40.0,21.0,300.0,500.0,Budi Helmi,"<a href=""https://www.rumah123.com/properti/depok/kss5592/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss5592/</a>",2.708333333333333,162.5,12.5
Kos Tiga Lantai 40 Kamar Tidur Dekat Kampus Ui Depok,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Abdul Azis,"<a href=""https://www.rumah123.com/properti/depok/kss16987/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss16987/</a>",2.708333333333333,162.5,12.5
Kost Bagus Strategis Di Beji Depok 40 Kamar Full Terisi Plus 3 Kios Tersewa Dekat Kampus UI Dan Tol,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Romi JPro,"<a href=""https://www.rumah123.com/properti/depok/kss4985/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss4985/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kost di Beji Depok 40 Kamar + 3 KIOS Kos Full tersewa,6500.0,"Beji, Depok",40.0,21.0,300.0,500.0,Samto Pramono,"<a href=""https://www.rumah123.com/properti/depok/kss4593/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss4593/</a>",2.708333333333333,162.5,12.5
Dijual Cepat Kos Depok 40 Kamar + 3 Kios,6500.0,"Margonda, Depok",40.0,21.0,300.0,500.0,Felly Sung,"<a href=""https://www.rumah123.com/properti/depok/kss1196/"" target=""_blank"">https://www.rumah123.com/properti/depok/kss1196/</a>",2.708333333333333,162.5,12.5
